-1.007983803274023769e-04,-9.963539147899905636e-05,-9.986553061228722894e-05,-9.877938320561412925e-05,-1.011246958015787916e-04,9.001561166483158360e-04,-1.002751841186756395e-04,-9.992684294497549064e-05,-9.997843727729493709e-05,-9.977226968170637529e-05
-4.994579518812690367e-05,-4.936953193249457399e-05,-4.948356632446615044e-05,-4.894537815393586519e-05,-5.010748514566128783e-05,4.460291211855402487e-04,-4.968655044043329656e-05,-4.951394670557980664e-05,-4.953951179844844424e-05,-4.943735535042823568e-05
-5.066551326612643590e-05,-5.008094606656957569e-05,-5.019662369223191909e-05,-4.965068023911977350e-05,-5.082953317325829431e-05,4.524563934081206481e-04,-5.040253280593245380e-05,-5.022744185413188133e-05,-5.025337533956336612e-05,-5.014974681882707991e-05
-5.065353718837749828e-05,-5.006910816609067905e-05,-5.018475844841502689e-05,-4.963894404287170906e-05,-5.081751832524817849e-05,4.523494438757975022e-04,-5.039061889027898099e-05,-5.021556932566152465e-05,-5.024149668105658278e-05,-5.013789265554702572e-05
-5.035150832302940011e-05,-4.977056404128366317e-05,-4.988552474247491666e-05,-4.934296483236963454e-05,-5.051451169922454838e-05,4.496522464647439423e-04,-5.009015771239581954e-05,-4.991615190551669035e-05,-4.994192466539540127e-05,-4.983893839351228179e-05
-5.006448322501300309e-05,-4.948685057374386414e-05,-4.960115594984863780e-05,-4.906168886291095802e-05,-5.022655741235929489e-05,4.470890366524093670e-04,-4.980462242446008969e-05,-4.963160852498288531e-05,-4.965723436912499410e-05,-4.955483516296805250e-05
-5.016248443950398585e-05,-4.958372107244265044e-05,-4.969825020129685957e-05,-4.915772710765121213e-05,-5.032487588703765083e-05,4.479642133401863600e-04,-4.990211496148914445e-05,-4.972876238734046897e-05,-4.975443839406703183e-05,-4.965183874148580663e-05
-5.048659421670113721e-05,-4.990409134454895824e-05,-5.001936046885688839e-05,-4.947534494812366387e-05,-5.065003490763776592e-05,4.508585991166707153e-04,-5.022454243976424087e-05,-5.005006980019602222e-05,-5.007591170470280563e-05,-4.997264913538396338e-05
-5.040958346898769535e-05,-4.982796912937511425e-05,-4.994306242559247921e-05,-4.939987672993880309e-05,-5.057277485236012066e-05,4.501708728322453986e-04,-5.014793141802984774e-05,-4.997372491383183363e-05,-4.999952739986681413e-05,-4.989642234419700744e-05
-4.983666912464783567e-05,-4.926166494078968030e-05,-4.937545018016857508e-05,-4.883843789154299487e-05,-4.999800580742500060e-05,4.450545966627314953e-04,-4.957799079818834306e-05,-4.940576418349398950e-05,-4.943127341944911798e-05,-4.932934017202166975e-05
-5.061633527038033773e-05,-5.003233547538432722e-05,-5.014790081966578173e-05,-4.960248728134440845e-05,-5.078019597315819116e-05,4.520172209381183108e-04,-5.035361006965462873e-05,-5.017868906821167617e-05,-5.020459738155356918e-05,-5.010106944684972647e-05
-5.028037121097154777e-05,-4.970024769308197573e-05,-4.981504597665180356e-05,-4.927325260058097620e-05,-5.044314429437649414e-05,4.490169732955368834e-04,-5.001938983907861750e-05,-4.984562986933317188e-05,-4.987136621720053049e-05,-4.976852544534608275e-05
-5.034324035656718478e-05,-4.976239146873557672e-05,-4.987733329281312475e-05,-4.933486247371910365e-05,-5.050621696680467803e-05,4.495784113439778252e-04,-5.008193266099185035e-05,-4.990795542672378163e-05,-4.993372395458829871e-05,-4.983075459355858667e-05
-5.059508579165618129e-05,-5.001133116832473681e-05,-5.012684799658261562e-05,-4.958166343085030725e-05,-5.075887770331184918e-05,4.518274574897246203e-04,-5.033247088681642214e-05,-5.015762331977097557e-05,-5.018352075642359630e-05,-5.008003628426254279e-05
-5.034075911696030706e-05,-4.975993885711079789e-05,-4.987487501611339652e-05,-4.933243093348250975e-05,-5.050372769465855338e-05,4.495562532200097290e-04,-5.007946430031475426e-05,-4.990549564076764946e-05,-4.993126289859281536e-05,-4.982829861255778128e-05
-5.025652785724746280e-05,-4.967667943856672526e-05,-4.979142328387295695e-05,-4.924988683055133874e-05,-5.041922375235528689e-05,4.488040458594191482e-04,-4.999567024480699350e-05,-4.982199267342797783e-05,-4.984771681691348318e-05,-4.974492481297499694e-05
-5.058424108339619561e-05,-5.000061158384364279e-05,-5.011610365186578976e-05,-4.957103594268653414e-05,-5.074799788738487970e-05,4.517306113852417632e-04,-5.032168246825071670e-05,-5.014687237857580839e-05,-5.017276426429142686e-05,-5.006930197331352632e-05
-5.048307498386483158e-05,-4.990061271582226578e-05,-5.001587380514808565e-05,-4.947189620571432352e-05,-5.064650428195851953e-05,4.508271714394354547e-04,-5.022104147358305760e-05,-5.004658099585389323e-05,-5.007242109901759180e-05,-4.996916572774855007e-05
-5.008261744136993632e-05,-4.950477556161933323e-05,-4.961912234109734979e-05,-4.907945984990215053e-05,-5.024475033477457359e-05,4.472509799863437041e-04,-4.982266251476548575e-05,-4.964958594667809164e-05,-4.967522107294169927e-05,-4.957278477603106471e-05
-5.034631029342566730e-05,-4.976542598536426074e-05,-4.988037481860703643e-05,-4.933787091958201577e-05,-5.050929684199495463e-05,4.496058266896775990e-04,-5.008498666327801347e-05,-4.991099881985882746e-05,-4.993676891909104820e-05,-4.983379327897823416e-05
-5.019635637058405560e-05,-4.961720219686433680e-05,-4.973180866085875006e-05,-4.919092058208096509e-05,-5.035885747201528198e-05,4.482666986165830480e-04,-4.993581107956611507e-05,-4.976234145008173255e-05,-4.978803479438520584e-05,-4.968536586197450810e-05
-5.059612750442485965e-05,-5.001236086204576567e-05,-5.012788006870409280e-05,-4.958268427805126877e-05,-5.075992278842692245e-05,4.518367602594334804e-04,-5.033350719255117616e-05,-5.015865602553211855e-05,-5.018455399539254201e-05,-5.008106739256776714e-05
-5.027658432971845260e-05,-4.969650450399934054e-05,-4.981129414150323593e-05,-4.926954157075726657e-05,-5.043934515382161670e-05,4.489831554473330323e-04,-5.001562261371297468e-05,-4.984187573074989213e-05,-4.986761014027676464e-05,-4.976477711390479494e-05
-5.071501470798549900e-05,-5.012987637201549173e-05,-5.024566701753979122e-05,-4.969919016435698502e-05,-5.087919486656756254e-05,4.528984543371817272e-04,-5.045177730946709302e-05,-5.027651528953567503e-05,-5.030247411261499932e-05,-5.019874434428617526e-05
-5.050479115203039299e-05,-4.992207832777238307e-05,-5.003738899864865680e-05,-4.949317739784493735e-05,-5.066829075206232235e-05,4.510211025476338134e-04,-5.024264492350359612e-05,-5.006810939858349018e-05,-5.009396061731434145e-05,-4.999066082896204096e-05
-5.036698554020344753e-05,-4.978586268582548414e-05,-4.990085872402865260e-05,-4.935813204001022992e-05,-5.053003902093168749e-05,4.497904620953164807e-04,-5.010555459472888074e-05,-4.993149530135212452e-05,-4.995727598334955276e-05,-4.985425805519539072e-05
-5.069652207474128439e-05,-5.011159710258257619e-05,-5.022734552641002024e-05,-4.968106793958353211e-05,-5.086064236695972505e-05,4.527333102459123789e-04,-5.043338066264382483e-05,-5.025818254994638345e-05,-5.028413190744622377e-05,-5.018043996295725795e-05
-5.027447445867549335e-05,-4.969441897617514692e-05,-4.980920379649849978e-05,-4.926747396055681074e-05,-5.043722845247325929e-05,4.489643137425834468e-04,-5.001352369400442532e-05,-4.983978410237985555e-05,-4.986551743195475006e-05,-4.976268872100065611e-05
-5.045462145085302593e-05,-4.987248747322109720e-05,-4.998768359849272076e-05,-4.944401259854064903e-05,-5.061795863607635663e-05,4.505730738865899995e-04,-5.019273562926014002e-05,-5.001837348185212215e-05,-5.004419902088258254e-05,-4.994100184694252257e-05
-5.017797357570156103e-05,-4.959903149850003354e-05,-4.971359599157705719e-05,-4.917290599559559928e-05,-5.034041516635071587e-05,4.481025354108360823e-04,-4.991752370098477597e-05,-4.974411759915173357e-05,-4.976980153409737214e-05,-4.966717020086850582e-05
-5.061012078314974257e-05,-5.002619268948945097e-05,-5.014174384508517026e-05,-4.959639727062169727e-05,-5.077396136771638121e-05,4.519617239283781453e-04,-5.034742783885283733e-05,-5.017252831356374109e-05,-5.019843344597869705e-05,-5.009491822205193988e-05
-5.049016292895831533e-05,-4.990761888181897656e-05,-5.002289615407765885e-05,-4.947884217888661563e-05,-5.065361517291666014e-05,4.508904686582057369e-04,-5.022809262854445011e-05,-5.005360765614656158e-05,-5.007945138732260653e-05,-4.997618151875224261e-05
-5.014361273467617992e-05,-4.956506710506789859e-05,-4.967955314674308041e-05,-4.913923340411857448e-05,-5.030594308867455098e-05,4.477956840397192000e-04,-4.988334121066159623e-05,-4.971005385375042173e-05,-4.973572020086716874e-05,-4.963315914745842648e-05
-5.047767325994504572e-05,-4.989527331576708882e-05,-5.001052207207681025e-05,-4.946660267862156441e-05,-5.064108507099107577e-05,4.507789326204206552e-04,-5.021566778742968913e-05,-5.004122597709203022e-05,-5.006706331534685537e-05,-4.996381899247378996e-05
-5.069427653614771295e-05,-5.010937747250496509e-05,-5.022512076940156042e-05,-4.967886737925368893e-05,-5.085838955886422475e-05,4.527132569941394436e-04,-5.043114677956813996e-05,-5.025595642705075003e-05,-5.028190463515643899e-05,-5.017821728357173646e-05
-5.019093782126234462e-05,-4.961184616553981365e-05,-4.972644025810202658e-05,-4.918561056660845942e-05,-5.035342138117547398e-05,4.482183095423172988e-04,-4.993042065534565105e-05,-4.975696975139981044e-05,-4.978266032218201648e-05,-4.968000247258191844e-05
-5.051000398906522494e-05,-4.992723102027098593e-05,-5.004255359290492203e-05,-4.949828582145774866e-05,-5.067352046466128536e-05,4.510676545569293114e-04,-5.024783070319098342e-05,-5.007327716363697801e-05,-5.009913105059391586e-05,-4.999582060018373600e-05
-5.046891657318225313e-05,-4.988661766166727882e-05,-5.000184642503421986e-05,-4.945802138877343582e-05,-5.063230003613074573e-05,4.507007330985212919e-04,-5.020695655244082612e-05,-5.003254500364561852e-05,-5.005837785973125736e-05,-4.995515144731470963e-05
-5.006456183299747752e-05,-4.948692827475899438e-05,-4.960123383034023754e-05,-4.906176589635897854e-05,-5.022663627482445742e-05,4.470897386423979122e-04,-4.980470062442436175e-05,-4.963168645328956268e-05,-4.965731233766805395e-05,-4.955491297072912079e-05
-5.038487288758414418e-05,-4.980354365305956587e-05,-4.991858053099061475e-05,-4.937566110285299044e-05,-5.054798427517488284e-05,4.499502008242799622e-04,-5.012334909744440062e-05,-4.994922798859744172e-05,-4.997501782635409637e-05,-4.987196331238169029e-05
-5.059800695820033847e-05,-5.001421863111134248e-05,-5.012974212886872800e-05,-4.958452608626636577e-05,-5.076180832657406202e-05,4.518535442772582985e-04,-5.033537689098117066e-05,-5.016051922890646007e-05,-5.018641816077793974e-05,-5.008292771381956917e-05
-5.041065905293559121e-05,-4.982903230348148413e-05,-4.994412805543192149e-05,-4.940093076988445324e-05,-5.057385391830468993e-05,4.501804780805366418e-04,-5.014900141913656098e-05,-4.997479119791342574e-05,-5.000059423449323867e-05,-4.989748697888212592e-05
-5.041540507914935948e-05,-4.983372357111245243e-05,-4.994883015901611147e-05,-4.940558173291589958e-05,-5.057861530887298833e-05,4.502228613460843693e-04,-5.015372281099292941e-05,-4.997949618834941798e-05,-5.000530165421521064e-05,-4.990218469133532274e-05
-5.033802178744794256e-05,-4.975723311028424760e-05,-4.987216301951760298e-05,-4.932974843282931051e-05,-5.050098150356588253e-05,4.495318081456384381e-04,-5.007674117897085178e-05,-4.990278197914460221e-05,-4.992854783584919518e-05,-4.982558914860077962e-05
-5.032443129965590993e-05,-4.974379942645651171e-05,-4.985869830639109420e-05,-4.931643016325592719e-05,-5.048734701916971981e-05,4.494104415059069430e-04,-5.006322123290390220e-05,-4.988930899937233656e-05,-4.991506789969394334e-05,-4.981213700969942668e-05
-5.017301519423875275e-05,-4.959413032572209713e-05,-4.970868349800516167e-05,-4.916804693079451078e-05,-5.033544073307521686e-05,4.480582557568947599e-04,-4.991259105611186957e-05,-4.973920208955957709e-05,-4.976488348652396336e-05,-4.966226229490309585e-05
-4.996701561964855739e-05,-4.939050752749904460e-05,-4.950459036917325849e-05,-4.896617353905718018e-05,-5.012877427426826112e-05,4.462186252347880044e-04,-4.970766072684247100e-05,-4.953498365797559939e-05,-4.956055961266518759e-05,-4.945835976151506620e-05
-5.061831544114306380e-05,-5.003429279938408574e-05,-5.014986266471854650e-05,-4.960442778917425045e-05,-5.078218255434550367e-05,4.520349043851813568e-04,-5.035557996229664729e-05,-5.018065211773714687e-05,-5.020656144464290651e-05,-5.010302945980377561e-05
-5.062020037825408931e-05,-5.003615598851594094e-05,-5.015173015746954895e-05,-4.960627497088687925e-05,-5.078407359358051650e-05,4.520517373706197761e-04,-5.035745511559910995e-05,-5.018252075703339007e-05,-5.020843104875706304e-05,-5.010489520856833951e-05
-5.026464783893868862e-05,-4.968470573375100740e-05,-4.979946811829907675e-05,-4.925784416856104892e-05,-5.042737002093395407e-05,4.488765594371195845e-04,-5.000374807955475909e-05,-4.983004244697134840e-05,-4.985577074672436733e-05,-4.975296213461126091e-05
-5.040439180753621779e-05,-4.982283736813735922e-05,-4.993791881094505192e-05,-4.939478905775534812e-05,-5.056756638389739569e-05,4.501245099264762498e-04,-5.014276670401193292e-05,-4.996857814126776304e-05,-4.999437796991567680e-05,-4.989128353299172939e-05
-5.001627533759920701e-05,-4.943919889799477306e-05,-4.955339420763534377e-05,-4.901444658213370851e-05,-5.017819346113343141e-05,4.466585275056062041e-04,-4.975666476114311423e-05,-4.958381745950078223e-05,-4.960941862811008121e-05,-4.950711802377699575e-05
-5.035083538438065278e-05,-4.976989886684330690e-05,-4.988485803160692516e-05,-4.934230537271039107e-05,-5.051383658206711874e-05,4.496462369451345717e-04,-5.008948826664761430e-05,-4.991548478532256819e-05,-4.994125720075331178e-05,-4.983827230526187549e-05
-5.005218413389318598e-05,-4.947469338673346142e-05,-4.958897068201112922e-05,-4.904963612324077026e-05,-5.021421850528880431e-05,4.469792025254315558e-04,-4.979238717203666634e-05,-4.961941577601433953e-05,-4.964503532478413704e-05,-4.954266127452539329e-05
-5.050628679520501675e-05,-4.992355671455939024e-05,-5.003887080023204339e-05,-4.949464308321125267e-05,-5.066979123709445187e-05,4.510344590355972448e-04,-5.024413280351129987e-05,-5.006959210991711144e-05,-5.009544409420285920e-05,-4.999214124674300567e-05
-5.010850217304151468e-05,-4.953036164112856459e-05,-4.964476751966836646e-05,-4.910482610897012694e-05,-5.027071886331326158e-05,4.474821374658429851e-04,-4.984841289116850172e-05,-4.967524687007826838e-05,-4.970089524561673575e-05,-4.959840600546565873e-05
-5.012474026852179821e-05,-4.954641238514658923e-05,-4.966085533790528264e-05,-4.912073895450188833e-05,-5.028700952652137151e-05,4.476271479403849066e-04,-4.986456670245733593e-05,-4.969134456541349644e-05,-4.971700125253088729e-05,-4.961447879985110863e-05
-5.079752742858090729e-05,-5.021143707955733201e-05,-5.032741611507292827e-05,-4.978005015060527478e-05,-5.096197470631154175e-05,4.536353146903003238e-04,-5.053386174597278302e-05,-5.035831457683729781e-05,-5.038431563461038496e-05,-5.028041709919279660e-05
-5.024740009993858096e-05,-4.966765699525113473e-05,-4.978238000039954703e-05,-4.924094190272497419e-05,-5.041006644567823082e-05,4.487225325797072006e-04,-4.998658986532300086e-05,-4.981294383784063031e-05,-4.983866330922186589e-05,-4.973588997470811655e-05
-5.005306477002514855e-05,-4.947556386229428195e-05,-4.958984316820606094e-05,-4.905049912019755103e-05,-5.021510199230924427e-05,4.469870668383533010e-04,-4.979326323721140941e-05,-4.962028879787074546e-05,-4.964590879739972393e-05,-4.954353294593665967e-05
-5.063712550161575583e-05,-5.005288583364136528e-05,-5.016849864541091694e-05,-4.962286108308997022e-05,-5.080105350879196482e-05,4.522028831853005734e-04,-5.037429238873503205e-05,-5.019929953996960192e-05,-5.022521849493215659e-05,-5.012164803700441915e-05
-5.062619436474476408e-05,-5.004208081774991218e-05,-5.015766867195177410e-05,-4.961214889749698511e-05,-5.079008698445589974e-05,4.521052652505651737e-04,-5.036341799017107258e-05,-5.018846291746007599e-05,-5.021437627724625630e-05,-5.011082817727933173e-05
-5.045842393353971149e-05,-4.987624608372009390e-05,-4.999145089068049463e-05,-4.944773891728069794e-05,-5.062177342857477469e-05,4.506070310596529006e-04,-5.019651837507461414e-05,-5.002214308696506344e-05,-5.004797057232220249e-05,-4.994476562098732549e-05
-5.010522528220486693e-05,-4.952712255831411920e-05,-4.964152095517816715e-05,-4.910161485443611271e-05,-5.026743136416965635e-05,4.474528739665675032e-04,-4.984515300910531942e-05,-4.967199831236342584e-05,-4.969764501060321241e-05,-4.959516247282854832e-05
-5.045432506183510340e-05,-4.987219450387648520e-05,-4.998738995244286879e-05,-4.944372214621808924e-05,-5.061766128755452088e-05,4.505704270545238688e-04,-5.019244077865775774e-05,-5.001807965551838178e-05,-5.004390504283994905e-05,-4.994070847511878090e-05
-5.010973110173442066e-05,-4.953157639072042136e-05,-4.964598507510485729e-05,-4.910603042215254307e-05,-5.027195177042787882e-05,4.474931121231300957e-04,-4.984963544107976987e-05,-4.967646517303160798e-05,-4.970211417760556143e-05,-4.959962242386961736e-05
-5.077795321363370883e-05,-5.019208870746651261e-05,-5.030802305185777925e-05,-4.976086800827130284e-05,-5.094233712358665694e-05,4.534605117892186827e-04,-5.051438913142047057e-05,-5.033890960727209740e-05,-5.036490064585075996e-05,-5.026104214648229355e-05
-5.018304671913219496e-05,-4.960404610915434469e-05,-4.971862218504443260e-05,-4.917787752368648762e-05,-5.034550473311221862e-05,4.481478399194429468e-04,-4.992257051215376204e-05,-4.974914687844496787e-05,-4.977483341011327514e-05,-4.967219170054951958e-05
-5.061259764396320410e-05,-5.002864097284615951e-05,-5.014419778351858004e-05,-4.959882451977893817e-05,-5.077644624689248897e-05,4.519838429485857016e-04,-5.034989184346647697e-05,-5.017498375858986658e-05,-5.020089015880271449e-05,-5.009736986883808356e-05
-5.017240533084349463e-05,-4.959352749879590946e-05,-4.970807927866074304e-05,-4.916744928300282881e-05,-5.033482889536286628e-05,4.480528095159750312e-04,-4.991198435822757597e-05,-4.973859749925516152e-05,-4.976427858405668849e-05,-4.966165863981828089e-05
-5.023819024592441072e-05,-4.965855340244236570e-05,-4.977325537999301061e-05,-4.923191652259307295e-05,-5.040082677652381538e-05,4.486402861547631750e-04,-4.997742781525800460e-05,-4.980381361538349151e-05,-4.982952837263874624e-05,-4.972677387546574855e-05
-5.027936274234688608e-05,-4.969925085994312213e-05,-4.981404684101399240e-05,-4.927226433164466526e-05,-5.044213256102657067e-05,4.490079674048084611e-04,-5.001838660493413639e-05,-4.984463012027695312e-05,-4.987036595195266909e-05,-4.976752724276642707e-05
-5.065999933501607596e-05,-5.007549575394331981e-05,-5.019116079040257961e-05,-4.964527675234986108e-05,-5.082400139185143032e-05,4.524071525492971355e-04,-5.039704749500165728e-05,-5.022197559836009934e-05,-5.024790626144876081e-05,-5.014428901861072693e-05
-5.069507822401935892e-05,-5.011016991068117330e-05,-5.022591503796236740e-05,-4.967965300926849488e-05,-5.085919384204774845e-05,4.527204162782213549e-04,-5.043194430626007755e-05,-5.025675118325200261e-05,-5.028269980170717356e-05,-5.017901081039267622e-05
-5.043370488198428686e-05,-4.985181223498068401e-05,-4.996696060431577319e-05,-4.942351498970289802e-05,-5.059697435381680134e-05,4.503862834110038604e-04,-5.017192762830240994e-05,-4.999763776481562483e-05,-5.002345259755887618e-05,-4.992029820524603571e-05
-5.051348227258214898e-05,-4.993066917213913271e-05,-5.004599968626181010e-05,-4.950169443475945804e-05,-5.067701000845645524e-05,4.510987165459287487e-04,-5.025129093259971121e-05,-5.007672537271923307e-05,-5.010258104005921542e-05,-4.999926347535421878e-05
-5.004440985327816464e-05,-4.946700880401291069e-05,-4.958126834933906582e-05,-4.904201756190962482e-05,-5.020641905692511308e-05,4.469097761495426937e-04,-4.978465324399975584e-05,-4.961170871450316358e-05,-4.963732428395452653e-05,-4.953496613479341432e-05
-5.016437590045790576e-05,-4.958559071015188193e-05,-4.970012415751923527e-05,-4.915958068254257230e-05,-5.032677347123379704e-05,4.479811045852873899e-04,-4.990399660477465760e-05,-4.973063749407604853e-05,-4.975631446895956926e-05,-4.965371094768614613e-05
-5.047440284720134204e-05,-4.989204063631019683e-05,-5.000728192573327150e-05,-4.946339777243664268e-05,-5.063780407090988074e-05,4.507497269722599139e-04,-5.021241434983810437e-05,-5.003798384146385927e-05,-5.006381950573554130e-05,-4.996058187199024320e-05
-5.057563849938353557e-05,-4.999210825449832047e-05,-5.010758068141802940e-05,-4.956260566891389121e-05,-5.073936745415086400e-05,4.516537880415715531e-04,-5.031312453614141336e-05,-5.013834417545948798e-05,-5.016423165788413540e-05,-5.006078696217048328e-05
-5.037220173198678566e-05,-4.979101869436903540e-05,-4.990602664198875169e-05,-4.936324375118050301e-05,-5.053527209913872214e-05,4.498370440634142904e-04,-5.011074371175313106e-05,-4.993666639214988759e-05,-4.996244974409043307e-05,-4.985942114701726215e-05
-5.031709373046814291e-05,-4.973654651647241011e-05,-4.985142864354147931e-05,-4.930923956597493905e-05,-5.047998569600685431e-05,4.493449150781540519e-04,-5.005592174952790867e-05,-4.988203487332148973e-05,-4.990779001785893357e-05,-4.980487413573357765e-05
-5.027837958478776443e-05,-4.969827904582978223e-05,-4.981307278219229316e-05,-4.927130086678034512e-05,-5.044114622068382253e-05,4.489991875485361650e-04,-5.001740855047451695e-05,-4.984365546343307957e-05,-4.986939079187309779e-05,-4.976655409358398763e-05
-5.017944414848634922e-05,-4.960048510415356271e-05,-4.971505295478719649e-05,-4.917434711273316978e-05,-5.034189049983244733e-05,4.481156680136066852e-04,-4.991898664073098768e-05,-4.974557545686262102e-05,-4.977126014453070181e-05,-4.966862580347191557e-05
-5.052581154988248661e-05,-4.994285619704068579e-05,-5.005821486091204241e-05,-4.951377675596542086e-05,-5.068937919943178523e-05,4.512088202434200407e-04,-5.026355621451798262e-05,-5.008894804686217110e-05,-5.011481002502581614e-05,-5.001146724268001843e-05
-5.073568232489559431e-05,-5.015030553065149822e-05,-5.026614336371383406e-05,-4.971944380776274612e-05,-5.089992939093327404e-05,4.530830216061467884e-04,-5.047233765065814584e-05,-5.029700420713983439e-05,-5.032297360907849398e-05,-5.021920156831595429e-05
-5.057872760754165704e-05,-4.999516172122338617e-05,-5.011064120108131174e-05,-4.956563290205851088e-05,-5.074246656270680705e-05,4.516813745919869331e-04,-5.031619761021400363e-05,-5.014140657412566435e-05,-5.016729563773135968e-05,-5.006384462372106620e-05
-5.022627415484826090e-05,-4.964677479652541883e-05,-4.976144956769707514e-05,-4.922023911148451833e-05,-5.038887210938136049e-05,4.485338723192570671e-04,-4.996557357491599740e-05,-4.979200055492191278e-05,-4.981770921284525152e-05,-4.971497908820577945e-05
-5.045192655505088001e-05,-4.986982367052071130e-05,-4.998501364290489052e-05,-4.944137168165923548e-05,-5.061525501606305822e-05,4.505490077564726684e-04,-5.019005472137626678e-05,-5.001570188704771098e-05,-5.004152604667731893e-05,-4.993833438473337159e-05
-5.026933646608639303e-05,-4.968934026458657875e-05,-4.980411335403384798e-05,-4.926243888225572998e-05,-5.043207382661387702e-05,4.489184301139376577e-04,-5.000841237028217403e-05,-4.983469053464326446e-05,-4.986042123430159043e-05,-4.975760303232299510e-05
-5.047439905174826803e-05,-4.989203688464344748e-05,-5.000727816540179524e-05,-4.946339405299850087e-05,-5.063780026317112238e-05,4.507496930778393321e-04,-5.021241057408326266e-05,-5.003798007882400139e-05,-5.006381574115315904e-05,-4.996057811517003698e-05
-5.027257543154607021e-05,-4.969254185959315616e-05,-4.980732234412739602e-05,-4.926561297105105014e-05,-5.043532327760587102e-05,4.489473549295697262e-04,-5.001163452381849033e-05,-4.983790149489297419e-05,-4.986363385243785607e-05,-4.976080902565244461e-05
-5.009403337485407378e-05,-4.951605978065861166e-05,-4.963043262457245516e-05,-4.909064712161922246e-05,-5.025620322515777957e-05,4.473529272827112100e-04,-4.983401919359877494e-05,-4.966090317408896628e-05,-4.968654414367502253e-05,-4.958408449722800617e-05
-5.025218441942454824e-05,-4.967238611433954506e-05,-4.978712004287011737e-05,-4.924563039201973339e-05,-5.041486625348462925e-05,4.487652578142947105e-04,-4.999134935169145864e-05,-4.981768679045530442e-05,-4.984340871072300445e-05,-4.974062559061824356e-05
-5.021578216022866084e-05,-4.963640385615223223e-05,-4.975105467239138884e-05,-4.920995727208314456e-05,-5.037834614893842887e-05,4.484401760405803700e-04,-4.995513603922163427e-05,-4.978159927768208788e-05,-4.980730256520739165e-05,-4.970459390032909983e-05
-5.063220053315370053e-05,-5.004801768835448993e-05,-5.016361925561702744e-05,-4.961803476202870304e-05,-5.079611259668484404e-05,4.521589019182756090e-04,-5.036939298343283525e-05,-5.019441715447939040e-05,-5.022033358856327730e-05,-5.011677320390271143e-05
-4.992395417007974948e-05,-4.934794291115558821e-05,-4.946192743652346623e-05,-4.892397461267902580e-05,-5.008557342149738407e-05,4.458340751349966816e-04,-4.966482278866861578e-05,-4.949229453246586696e-05,-4.951784844586195505e-05,-4.941573667028681090e-05
-5.037756015612393463e-05,-4.979631529423518061e-05,-4.991133547600846748e-05,-4.936849484580578995e-05,-5.054064787014574941e-05,4.498848962040046754e-04,-5.011607432287710953e-05,-4.994197848552181670e-05,-4.996776458020748689e-05,-4.986472502330323048e-05
-5.063533581357017402e-05,-5.005111679461437738e-05,-5.016672552023364697e-05,-4.962110724260141434e-05,-5.079925802697258353e-05,4.521869007991412086e-04,-5.037251199010635576e-05,-5.019752532618387375e-05,-5.022344336508232884e-05,-5.011987656768712116e-05
-5.002593775037410040e-05,-4.944874982803977207e-05,-4.956296719854435618e-05,-4.902391545624221940e-05,-5.018788715412219042e-05,4.467448153995992989e-04,-4.976627702095075885e-05,-4.959339632773718053e-05,-4.961900244211791270e-05,-4.951668207480395683e-05
